vehicle,vehicle_status,segment,segment_dv_m_per_s,segment_duration_yr,propellant,propellant_isp_s,propellant_cost_usd_per_kg,launch_usd_per_kg_to_leo,propellant_mass_per_kg_payload,in_space_prop_usd_per_kg_payload,total_usd_per_kg_payload_to_segment_end,catalog_date,pipeline_version
Long March 8A,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,5290,0.0009181658481065558,57385365506659.734,57385365511949.734,2026-09-23,1.16.0
Long March 8A,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,5290,0.9526526173378207,4.465559143771035,5294.465559143771,2026-09-23,1.16.0
Long March 8A,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Solar thermal  (LH2),800.0,10.0,5290,0.7746271948548664,7.746271948548664,5297.746271948548,2026-09-23,1.16.0
Long March 8A,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,kerolox  (RP-1 / LOX),340.0,0.896969696969697,5290,0.3272660264896612,0.2935477086089082,5290.2935477086085,2026-09-23,1.16.0
Long March 12,operational,LEO  →  GTO,2440.0,0.001,Iodine  (Hall / gridded),2000.0,60.0,5745,0.13247485833542738,7.948491500125643,5752.948491500126,2026-09-23,1.16.0
Long March 12,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,5745,0.12155719681666799,9.72457574533344,5754.724575745334,2026-09-23,1.16.0
Long March 12,operational,LEO  →  main-belt asteroid,10500.0,3.5,Hydrazine  (monoprop),220.0,75.0,5745,128.90811334561724,9668.108500921293,15413.108500921293,2026-09-23,1.16.0
Long March 12,operational,NEA  →  Earth return (propulsive),5500.0,1.5,Electrospray  (ionic liquid),2500.0,2000.0,5745,0.2514934108266098,502.98682165321964,6247.9868216532195,2026-09-23,1.16.0
Long March 12,operational,Main belt  →  Earth return,7500.0,4.0,Mass driver  (regolith reaction mass),306.0,0.1,5745,11.17402329499102,1.117402329499102,5746.117402329499,2026-09-23,1.16.0
Long March 12,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,5745,2.149301680718452,114.62942297165077,5859.6294229716505,2026-09-23,1.16.0
Long March 12,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Solar sail  (photonic),inf,0.0,5745,0.0,0.0,5745.0,2026-09-23,1.16.0
Long March 12,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Magnetic sail / electric sail,inf,0.0,5745,0.0,0.0,5745.0,2026-09-23,1.16.0
Long March 12,operational,LEO  →  trans-Mars injection,3600.0,0.7,Cold gas  (GN2),70.0,1.0,5745,188.47456797905315,188.47456797905315,5933.474567979053,2026-09-23,1.16.0
Long March 12,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Solar thermal steam  (water),190.0,2.0,5745,0.6209679475573551,1.2419358951147101,5746.241935895115,2026-09-23,1.16.0
Long March 12,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,5745,1.2660290437285546,2.0256464699656873,5747.025646469966,2026-09-23,1.16.0
Long March 12,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Water  (electrothermal / resistojet),190.0,2.0,5745,0.05513558405998076,0.11027116811996152,5745.11027116812,2026-09-23,1.16.0
Long March 10B,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,3306,3.729659804217044,9.32414951054261,3315.3241495105426,2026-09-23,1.16.0
Long March 10B,operational,LEO  →  hard NEA,8500.0,2.0,Xenon  (Hall / ion),3000.0,10000.0,3306,0.3349843830275425,3349.8438302754253,6655.843830275426,2026-09-23,1.16.0
Long March 10B,operational,Asteroid station-keeping,200.0,0.5,FEEP  (indium field emission),6000.0,250.0,3306,0.0034048373782205044,0.8512093445551261,3306.851209344555,2026-09-23,1.16.0
Long March 10B,operational,NEA  →  Earth return (aerocap),1500.0,1.5,Nuclear pulse  (Orion),10000.0,50000.0,3306,0.015413321793718682,770.6660896859341,4076.666089685934,2026-09-23,1.16.0
Long March 10B,operational,TLI  →  NRHO insertion,450.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,3306,0.21563285164485202,107.81642582242601,3413.816425822426,2026-09-23,1.16.0
Long March 10B,operational,LEO  →  GTO (perigee burn),2455.0,0.001,"Nuclear thermal  (LH2, NTP)",900.0,10.0,3306,0.32069210682367655,3.2069210682367655,3309.2069210682366,2026-09-23,1.16.0
Long March 10B,operational,LEO  →  GEO depot,4291.0,0.01,Momentum-exchange tether,inf,0.0,3306,0.0,0.0,3306.0,2026-09-23,1.16.0
Long March 10B,operational,NRHO  →  low lunar orbit,730.0,0.01,Solid  (APCP),285.0,15.0,3306,0.29847496057338674,4.477124408600801,3310.477124408601,2026-09-23,1.16.0
Long March 10B,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,"VASIMR  (argon, variable Isp)",4000.0,10.0,3306,0.05499402265417652,0.5499402265417652,3306.549940226542,2026-09-23,1.16.0
Long March 10B,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,methalox  (LCH4 / LOX),380.0,0.24347826086956526,3306,0.27317239506570945,0.06651153966817275,3306.066511539668,2026-09-23,1.16.0
Long March 10B,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Water  (gridded ion / ECR),900.0,2.0,3306,0.11288628867123851,0.22577257734247702,3306.2257725773425,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  GTO,2440.0,0.001,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,20029,0.5825863440722452,21.882511460274575,20050.882511460273,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  average NEA,6500.0,1.5,Argon  (Hall / ion),1500.0,10.0,20029,0.5556244267274801,5.556244267274801,20034.556244267274,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  main-belt asteroid,10500.0,3.5,PPT  (PTFE pulsed plasma),1000.0,25.0,20029,1.9174268838389779,47.93567209597445,20076.935672095973,2026-09-23,1.16.0
Kuaizhou-1A,operational,NEA  →  Earth return (propulsive),5500.0,1.5,Direct fusion drive,10000.0,1000000.0,20029,0.0576869399838289,57686.9399838289,77715.9399838289,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,HTP  (98% peroxide monoprop),165.0,5.0,20029,6.005747979610939,30.028739898054695,20059.028739898054,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,20029,0.07618197300591745,761.8197300591745,20790.819730059175,2026-09-23,1.16.0
Kuaizhou-1A,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Beamed laser-thermal  (H2),900.0,10.0,20029,0.231240388830245,2.31240388830245,20031.312403888303,2026-09-23,1.16.0
Kuaizhou-1A,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Krypton  (Hall),2000.0,300.0,20029,0.04695633859769743,14.086901579309231,20043.08690157931,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  trans-Mars injection,3600.0,0.7,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,20029,0.2772788174938945,2.772788174938945,20031.772788174938,2026-09-23,1.16.0
Kuaizhou-1A,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,MMH / NTO  (hypergolic),336.0,59.528301886792455,20029,2.9184311492530077,173.72925048855168,20202.72925048855,2026-09-23,1.16.0
Kuaizhou-1A,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,Hydrazine arcjet,600.0,75.0,20029,0.851967334376883,63.89755007826622,20092.897550078265,2026-09-23,1.16.0
Kuaizhou-1A,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,20029,0.039999106840088006,0.02838153185978219,20029.028381531858,2026-09-23,1.16.0
Kuaizhou-11,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,UDMH / NTO  (hypergolic),318.0,47.5,8133,3.2333542300075235,153.58432592535738,8286.584325925358,2026-09-23,1.16.0
Kuaizhou-11,operational,LEO  →  hard NEA,8500.0,2.0,Mercury ion  (RETIRED),3000.0,60.0,8133,0.3349843830275425,20.09906298165255,8153.099062981652,2026-09-23,1.16.0
Kuaizhou-11,operational,Asteroid station-keeping,200.0,0.5,Antimatter-catalysed,100000.0,6.25e+16,8133,0.00020396404043254712,12747752527034.195,12747752535167.195,2026-09-23,1.16.0
Kuaizhou-11,operational,Main belt  →  Earth return,7500.0,4.0,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,8133,9.913056038792476,46.46745018183973,8179.46745018184,2026-09-23,1.16.0
Kuaizhou-11,operational,TLI  →  NRHO insertion,450.0,0.01,Solar thermal  (LH2),800.0,10.0,8133,0.05903597522306492,0.5903597522306492,8133.590359752231,2026-09-23,1.16.0
Kuaizhou-11,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,kerolox  (RP-1 / LOX),340.0,0.896969696969697,8133,0.7343743705181065,0.6587115565859379,8133.658711556586,2026-09-23,1.16.0
Kuaizhou-11,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,8133,0.07881895895692659,4.729137537415595,8137.729137537415,2026-09-23,1.16.0
Kuaizhou-11,operational,NRHO  →  low lunar orbit,730.0,0.01,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,8133,0.018784062795494494,1.5027250236395595,8134.50272502364,2026-09-23,1.16.0
Kuaizhou-11,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Hydrazine  (monoprop),220.0,75.0,8133,0.5176402062232073,38.82301546674054,8171.823015466741,2026-09-23,1.16.0
Kuaizhou-11,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Electrospray  (ionic liquid),2500.0,2000.0,8133,0.03739190907097267,74.78381814194535,8207.783818141945,2026-09-23,1.16.0
Kuaizhou-11,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,Mass driver  (regolith reaction mass),306.0,0.1,8133,0.3696827166031882,0.03696827166031882,8133.03696827166,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,11250,1.7724078789397675,94.52842021012093,11344.528420210121,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  average NEA,6500.0,1.5,Solar sail  (photonic),inf,0.0,11250,0.0,0.0,11250.0,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  main-belt asteroid,10500.0,3.5,Magnetic sail / electric sail,inf,0.0,11250,0.0,0.0,11250.0,2026-09-23,1.16.0
Ceres-1,operational,NEA  →  Earth return (aerocap),1500.0,1.5,Cold gas  (GN2),70.0,1.0,11250,7.891592529568653,7.891592529568653,11257.891592529568,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Solar thermal steam  (water),190.0,2.0,11250,4.422636534031801,8.845273068063602,11258.845273068064,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  GTO (perigee burn),2455.0,0.001,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,11250,0.7399394055848691,1.1839030489357905,11251.183903048935,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  GEO depot,4291.0,0.01,Water  (electrothermal / resistojet),190.0,2.0,11250,9.003635361683171,18.007270723366343,11268.007270723367,2026-09-23,1.16.0
Ceres-1,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,11250,0.5480889490345904,1.370222372586476,11251.370222372587,2026-09-23,1.16.0
Ceres-1,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Xenon  (Hall / ion),3000.0,10000.0,11250,0.07398940914681318,739.8940914681318,11989.894091468132,2026-09-23,1.16.0
Ceres-1,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,FEEP  (indium field emission),6000.0,250.0,11250,0.07947921442828254,19.869803607070637,11269.869803607071,2026-09-23,1.16.0
Ceres-1,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,Nuclear pulse  (Orion),10000.0,50000.0,11250,0.03766698532503643,1883.3492662518215,13133.349266251822,2026-09-23,1.16.0
Gravity-1,operational,LEO  →  GTO,2440.0,0.001,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,6000,1.8828205551806696,941.4102775903348,6941.410277590335,2026-09-23,1.16.0
Gravity-1,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,"Nuclear thermal  (LH2, NTP)",900.0,10.0,6000,0.6650549176948393,6.650549176948393,6006.6505491769485,2026-09-23,1.16.0
Gravity-1,operational,LEO  →  hard NEA,8500.0,2.0,Momentum-exchange tether,inf,0.0,6000,0.0,0.0,6000.0,2026-09-23,1.16.0
Gravity-1,operational,NEA  →  Earth return (propulsive),5500.0,1.5,Solid  (APCP),285.0,15.0,6000,6.15544348391882,92.3316522587823,6092.331652258782,2026-09-23,1.16.0
Gravity-1,operational,Main belt  →  Earth return,7500.0,4.0,"VASIMR  (argon, variable Isp)",4000.0,10.0,6000,0.21069768175604353,2.1069768175604353,6002.10697681756,2026-09-23,1.16.0
Gravity-1,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,methalox  (LCH4 / LOX),380.0,0.24347826086956526,6000,1.6275370870083044,0.39626989944550023,6000.3962698994455,2026-09-23,1.16.0
Gravity-1,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Water  (gridded ion / ECR),900.0,2.0,6000,0.231240388830245,0.46248077766049,6000.462480777661,2026-09-23,1.16.0
Gravity-1,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,6000,0.3230657873202911,12.134666157884105,6012.134666157884,2026-09-23,1.16.0
Gravity-1,operational,LEO  →  trans-Mars injection,3600.0,0.7,Argon  (Hall / ion),1500.0,10.0,6000,0.2772788174938945,2.772788174938945,6002.772788174939,2026-09-23,1.16.0
Gravity-1,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,6000,0.09611757492989637,2.402939373247409,6002.402939373247,2026-09-23,1.16.0
Gravity-1,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Direct fusion drive,10000.0,1000000.0,6000,0.009219687798885934,9219.687798885934,15219.687798885934,2026-09-23,1.16.0
Gravity-1,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,HTP  (98% peroxide monoprop),165.0,5.0,6000,0.06375061878278498,0.3187530939139249,6000.318753093914,2026-09-23,1.16.0
Kinetica-1,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,5500,0.06743848335943858,674.3848335943858,6174.384833594386,2026-09-23,1.16.0
Kinetica-1,operational,LEO  →  average NEA,6500.0,1.5,Beamed laser-thermal  (H2),900.0,10.0,5500,1.0885325900809648,10.885325900809647,5510.885325900809,2026-09-23,1.16.0
Kinetica-1,operational,Asteroid station-keeping,200.0,0.5,Krypton  (Hall),2000.0,300.0,5500,0.010249330359376918,3.0747991078130754,5503.074799107813,2026-09-23,1.16.0
Kinetica-1,operational,NEA  →  Earth return (aerocap),1500.0,1.5,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,5500,0.10735204606807192,1.0735204606807192,5501.073520460681,2026-09-23,1.16.0
Kinetica-1,operational,TLI  →  NRHO insertion,450.0,0.01,MMH / NTO  (hypergolic),336.0,59.528301886792455,5500,0.14633412761039888,8.711022124732235,5508.711022124732,2026-09-23,1.16.0
Kinetica-1,operational,LEO  →  GTO (perigee burn),2455.0,0.001,Hydrazine arcjet,600.0,75.0,5500,0.5177574503217557,38.83180877413167,5538.831808774132,2026-09-23,1.16.0
Kinetica-1,operational,LEO  →  GEO depot,4291.0,0.01,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,5500,4.381267547010206,3.10874652698686,5503.108746526987,2026-09-23,1.16.0
Kinetica-1,operational,NRHO  →  low lunar orbit,730.0,0.01,UDMH / NTO  (hypergolic),318.0,47.5,5500,0.2637529141682571,12.528263422992211,5512.5282634229925,2026-09-23,1.16.0
Kinetica-1,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Mercury ion  (RETIRED),3000.0,60.0,5500,0.07398940914681318,4.439364548808791,5504.439364548809,2026-09-23,1.16.0
Kinetica-1,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Antimatter-catalysed,100000.0,6.25e+16,5500,0.004599267269733698,287454204358356.1,287454204363856.1,2026-09-23,1.16.0
Kinetica-1,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,5500,0.35096112398128065,1.645130268662253,5501.645130268662,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  GTO,2440.0,0.001,Solar thermal  (LH2),800.0,10.0,4167,0.3648075708436398,3.648075708436398,4170.648075708436,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  average NEA,6500.0,1.5,kerolox  (RP-1 / LOX),340.0,0.896969696969697,4167,6.024875312747583,5.404130583555408,4172.404130583555,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  main-belt asteroid,10500.0,3.5,Iodine  (Hall / gridded),2000.0,60.0,4167,0.7080476819570869,42.482860917425214,4209.482860917426,2026-09-23,1.16.0
Kinetica-2,operational,NEA  →  Earth return (propulsive),5500.0,1.5,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,4167,0.15051650840269204,12.041320672215363,4179.041320672215,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Hydrazine  (monoprop),220.0,75.0,4167,3.306167141040298,247.96253557802234,4414.962535578023,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,Electrospray  (ionic liquid),2500.0,2000.0,4167,0.1581676390229092,316.3352780458184,4483.335278045818,2026-09-23,1.16.0
Kinetica-2,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,Mass driver  (regolith reaction mass),306.0,0.1,4167,0.8438019699250852,0.08438019699250852,4167.084380196992,2026-09-23,1.16.0
Kinetica-2,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,4167,0.3321513408223806,17.71473817719363,4184.714738177194,2026-09-23,1.16.0
Kinetica-2,operational,LEO  →  trans-Mars injection,3600.0,0.7,Solar sail  (photonic),inf,0.0,4167,0.0,0.0,4167.0,2026-09-23,1.16.0
Kinetica-2,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Magnetic sail / electric sail,inf,0.0,4167,0.0,0.0,4167.0,2026-09-23,1.16.0
Kinetica-2,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,Cold gas  (GN2),70.0,1.0,4167,195.78858565698627,195.78858565698627,4362.7885856569865,2026-09-23,1.16.0
Kinetica-2,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Solar thermal steam  (water),190.0,2.0,4167,0.05513558405998076,0.11027116811996152,4167.11027116812,2026-09-23,1.16.0
Jielong-3,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,8812,1.759926901284382,2.815883042055011,8814.815883042054,2026-09-23,1.16.0
Jielong-3,operational,LEO  →  hard NEA,8500.0,2.0,Water  (electrothermal / resistojet),190.0,2.0,8812,94.76414266407669,189.52828532815337,9001.528285328153,2026-09-23,1.16.0
Jielong-3,operational,Asteroid station-keeping,200.0,0.5,"Metal / water  (ALICE, Al + H2O)",210.0,2.5,8812,0.10198800928775742,0.25497002321939355,8812.25497002322,2026-09-23,1.16.0
Jielong-3,operational,Main belt  →  Earth return,7500.0,4.0,Xenon  (Hall / ion),3000.0,10000.0,8812,0.2903700700554237,2903.700700554237,11715.700700554236,2026-09-23,1.16.0
Jielong-3,operational,TLI  →  NRHO insertion,450.0,0.01,FEEP  (indium field emission),6000.0,250.0,8812,0.007677191264007233,1.9192978160018082,8813.919297816003,2026-09-23,1.16.0
Jielong-3,operational,LEO  →  GTO (perigee burn),2455.0,0.001,Nuclear pulse  (Orion),10000.0,50000.0,8812,0.025350015697048756,1267.5007848524378,10079.500784852438,2026-09-23,1.16.0
Jielong-3,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Green monoprop  (ASCENT / AF-M315E),235.0,500.0,8812,0.907275201869125,453.6376009345625,9265.637600934562,2026-09-23,1.16.0
Jielong-3,operational,NRHO  →  low lunar orbit,730.0,0.01,"Nuclear thermal  (LH2, NTP)",900.0,10.0,8812,0.0862270993271026,0.862270993271026,8812.862270993272,2026-09-23,1.16.0
Jielong-3,operational,Low Mars orbit  →  Earth (TEI),2100.0,0.7,Momentum-exchange tether,inf,0.0,8812,0.0,0.0,8812.0,2026-09-23,1.16.0
Jielong-3,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,Solid  (APCP),285.0,15.0,8812,0.37990636608423656,5.698595491263548,8817.698595491263,2026-09-23,1.16.0
Jielong-3,operational,NEA  →  cislunar NRHO (Oberth capture),944.0,1.6,"VASIMR  (argon, variable Isp)",4000.0,10.0,8812,0.024357208922508367,0.24357208922508367,8812.243572089224,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,methalox  (LCH4 / LOX),380.0,0.24347826086956526,4417,1.360110381760474,0.33115731034168067,4417.331157310342,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  average NEA,6500.0,1.5,Water  (gridded ion / ECR),900.0,2.0,4417,1.0885325900809648,2.1770651801619296,4419.177065180162,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  main-belt asteroid,10500.0,3.5,Li / F2 / H2  (tripropellant),542.0,37.5609756097561,4417,6.209971426426583,233.2525852852912,4650.252585285291,2026-09-23,1.16.0
Zhuque-2E,operational,NEA  →  Earth return (aerocap),1500.0,1.5,Argon  (Hall / ion),1500.0,10.0,4417,0.10735204606807192,1.0735204606807192,4418.073520460681,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,PPT  (PTFE pulsed plasma),1000.0,25.0,4417,0.37879593451419513,9.469898362854877,4426.469898362855,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  cislunar NRHO depot,3600.0,0.02,Direct fusion drive,10000.0,1000000.0,4417,0.03739190907097267,37391.90907097267,41808.90907097267,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  GEO depot,4291.0,0.01,HTP  (98% peroxide monoprop),165.0,5.0,4417,13.180675586242327,65.90337793121164,4482.903377931211,2026-09-23,1.16.0
Zhuque-2E,operational,TLI  →  low lunar orbit (LOI),900.0,0.01,"Nuclear electric  (NEP, xenon)",5000.0,10000.0,4417,0.018524378240880823,185.24378240880824,4602.243782408808,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  trans-Mars injection,3600.0,0.7,Beamed laser-thermal  (H2),900.0,10.0,4417,0.5036364664760675,5.036364664760676,4422.036364664761,2026-09-23,1.16.0
Zhuque-2E,operational,LEO  →  Mars 1-sol orbit depot,4500.0,0.7,Krypton  (Hall),2000.0,300.0,4417,0.25789054573126236,77.36716371937871,4494.367163719378,2026-09-23,1.16.0
Zhuque-2E,operational,NEA  →  LEO delivery (propulsive),3626.0,1.5,"Argon  (Hall / ion, cryogenic)",1500.0,10.0,4417,0.2795384144926978,2.795384144926978,4419.795384144927,2026-09-23,1.16.0
Zhuque-3,operational,LEO  →  GTO,2440.0,0.001,MMH / NTO  (hypergolic),336.0,59.528301886792455,4425,1.097000944408924,65.30260338887085,4490.302603388871,2026-09-23,1.16.0
Zhuque-3,operational,LEO  →  easy NEA (low-Δv class),4500.0,1.0,Hydrazine arcjet,600.0,75.0,4425,1.1485370307920175,86.14027730940131,4511.140277309401,2026-09-23,1.16.0
Zhuque-3,operational,LEO  →  hard NEA,8500.0,2.0,CO / LOX  (carbonaceous ISRU),260.0,0.7095541401273886,4425,27.041557866729164,19.187449339832032,4444.187449339832,2026-09-23,1.16.0
Zhuque-3,operational,NEA  →  Earth return (propulsive),5500.0,1.5,UDMH / NTO  (hypergolic),318.0,47.5,4425,4.833750574646786,229.60315229572234,4654.603152295722,2026-09-23,1.16.0
Zhuque-3,operational,Main belt  →  Earth return,7500.0,4.0,Mercury ion  (RETIRED),3000.0,60.0,4425,0.2903700700554237,17.42220420332542,4442.422204203325,2026-09-23,1.16.0
Zhuque-3,operational,TLI  →  NRHO insertion,450.0,0.01,Antimatter-catalysed,100000.0,6.25e+16,4425,0.00045897759383750625,28686099614844.14,28686099619269.14,2026-09-23,1.16.0
Zhuque-3,operational,GTO  →  GEO (circularise + plane change),1836.0,0.01,HTP / RP-1  (peroxide bipropellant),320.0,4.6875,4425,0.7951025966161802,3.727043421638345,4428.727043421638,2026-09-23,1.16.0
Zhuque-3,operational,GEO  →  Earth (deorbit to entry),1488.0,0.01,Solar thermal  (LH2),800.0,10.0,4425,0.2088472452242638,2.088472452242638,4427.088472452243,2026-09-23,1.16.0
Zhuque-3,operational,LEO  →  trans-Mars injection,3600.0,0.7,kerolox  (RP-1 / LOX),340.0,0.896969696969697,4425,1.9437948655678756,1.7435250915396703,4426.74352509154,2026-09-23,1.16.0
Zhuque-3,operational,Mars arrival  →  1-sol orbit (MOI),900.0,0.01,Iodine  (Hall / gridded),2000.0,60.0,4425,0.04695633859769743,2.817380315861846,4427.817380315862,2026-09-23,1.16.0
Zhuque-3,operational,1-sol Mars orbit  →  Earth (TEI),900.0,0.7,MPD  (lithium magnetoplasmadynamic),4000.0,80.0,4425,0.02320884407714985,1.8567075261719879,4426.856707526172,2026-09-23,1.16.0
Zhuque-3,operational,NEA  →  LEO delivery (aerobraked),100.0,2.0,Hydrazine  (monoprop),220.0,75.0,4425,0.04744172305716621,3.5581292292874656,4428.558129229287,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  Earth escape (C3=0),3200.0,0.003,Electrospray  (ionic liquid),2500.0,2000.0,5660,0.1394249157566987,278.84983151339736,5938.8498315133975,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  average NEA,6500.0,1.5,Mass driver  (regolith reaction mass),306.0,0.1,5660,7.72387788891125,0.772387788891125,5660.772387788891,2026-09-23,1.16.0
Pallas-1,operational,Asteroid station-keeping,200.0,0.5,Aerozine-50 / NTO  (hypergolic),320.0,53.33333333333333,5660,0.06580700491952718,3.509706929041449,5663.509706929041,2026-09-23,1.16.0
Pallas-1,operational,NEA  →  Earth return (aerocap),1500.0,1.5,Solar sail  (photonic),inf,0.0,5660,0.0,0.0,5660.0,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  TLI (trans-lunar injection),3150.0,0.01,Magnetic sail / electric sail,inf,0.0,5660,0.0,0.0,5660.0,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  GTO (perigee burn),2455.0,0.001,Cold gas  (GN2),70.0,1.0,5660,34.7407120525049,34.7407120525049,5694.740712052505,2026-09-23,1.16.0
Pallas-1,operational,LEO  →  GEO depot,4291.0,0.01,Solar thermal steam  (water),190.0,2.0,5660,9.003635361683171,18.007270723366343,5678.007270723367,2026-09-23,1.16.0
Pallas-1,operational,NRHO  →  low lunar orbit,730.0,0.01,hydrolox  (LH2 / LOX),452.0,1.5999999999999999,5660,0.17902600768201427,0.2864416122912228,5660.286441612291,2026-09-23,1.16.0
